Year,Disaster Group,Disaster Subgroup,Disaster Type,ISO,Latitude,Longitude,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Total Damages ('000 US$),CPI,Magnitude,Magnitude Scale
2004,Technological,Transport,Air,IDN,,,2004,11.0,30.0,2004,11.0,30.0,25.0,56.0,,,56.0,,61.98958593432169,,nan
2004,Technological,Transport,Water,IRQ,,,2004,11.0,30.0,2004,11.0,30.0,40.0,,,,,,61.98958593432169,,nan
2004,Technological,Transport,Road,GHA,,,2004,11.0,29.0,2004,11.0,29.0,24.0,40.0,,,40.0,,61.98958593432169,,nan
2004,Natural,Hydrological,Flood,PAN,,,2004,11.0,23.0,2004,11.0,26.0,,,7698.0,,7698.0,,61.98958593432169,,Km2
2004,Natural,Biological,Epidemic,NGA,,,2004,9.0,16.0,2004,11.0,18.0,50.0,,300.0,,300.0,,61.98958593432169,,nan
2004,Natural,Meteorological,Storm,PHL,,,2004,11.0,30.0,2004,12.0,3.0,8.0,8.0,70480.0,,70488.0,54848.0,61.98958593432169,240.0,Kph
2004,Natural,Meteorological,Storm,TWN,,,2004,12.0,4.0,2004,12.0,4.0,3.0,,,,,,61.98958593432169,90.0,Kph
2004,Natural,Geophysical,Mass movement (dry),CHN,,,2004,12.0,3.0,2004,12.0,3.0,44.0,13.0,,340.0,353.0,,61.98958593432169,,nan
2004,Natural,Geophysical,Earthquake,DZA,36.848,3.448,2004,12.0,1.0,2004,12.0,1.0,,15.0,,,15.0,,61.98958593432169,4.5,Moment Magnitude
2004,Technological,Industrial accident,Explosion (Industrial),KAZ,,,2004,12.0,5.0,2004,12.0,5.0,23.0,2.0,,,2.0,,61.98958593432169,,m3
2004,Technological,Transport,Road,CHN,,,2004,12.0,5.0,2004,12.0,5.0,15.0,8.0,,,8.0,,61.98958593432169,,nan
2004,Technological,Miscellaneous accident,Fire (Miscellaneous),RUS,,,2004,12.0,3.0,2004,12.0,3.0,15.0,,,,,,61.98958593432169,,nan
2004,Natural,Hydrological,Flood,ARG,,,2004,12.0,6.0,2004,12.0,10.0,,,5000.0,,5000.0,,61.98958593432169,3230.0,Km2
2004,Technological,Industrial accident,Explosion (Industrial),CHN,,,2004,12.0,9.0,2004,12.0,9.0,33.0,,,,,,61.98958593432169,,m3
2004,Natural,Hydrological,Flood,IRN,,,2004,12.0,9.0,2004,12.0,28.0,34.0,43.0,,4000.0,4043.0,,61.98958593432169,436700.0,Km2
2004,Technological,Transport,Air,VEN,,,2004,12.0,10.0,2004,12.0,10.0,16.0,,,,,,61.98958593432169,,nan
2004,Technological,Transport,Road,IRN,,,2004,12.0,10.0,2004,12.0,10.0,15.0,3.0,,,3.0,,61.98958593432169,,nan
2004,Technological,Transport,Road,BFA,,,2004,12.0,11.0,2004,12.0,11.0,17.0,15.0,,,15.0,,61.98958593432169,,nan
2004,Technological,Industrial accident,Industrial accident (General),CHN,,,2004,12.0,12.0,2004,12.0,12.0,36.0,,,,,,61.98958593432169,,m3
2004,Technological,Transport,Road,IRQ,,,2004,12.0,12.0,2004,12.0,12.0,21.0,,,,,,61.98958593432169,,nan
2004,Natural,Hydrological,Flood,ALB,,,2004,12.0,4.0,2004,12.0,8.0,,,2500.0,,2500.0,279.0,61.98958593432169,430.0,Km2
2004,Natural,Hydrological,Mass movement (wet),PHL,,,2004,12.0,13.0,2004,12.0,13.0,8.0,6.0,,,6.0,,61.98958593432169,,nan
2004,Natural,Hydrological,Flood,MYS,,,2004,12.0,10.0,2004,12.0,18.0,13.0,,,15000.0,15000.0,16132.0,61.98958593432169,,Km2
2004,Natural,Hydrological,Flood,THA,,,2004,12.0,10.0,2004,12.0,18.0,2.0,,5000.0,,5000.0,282305.0,61.98958593432169,,Km2
2004,Technological,Transport,Rail,IND,,,2004,12.0,14.0,2004,12.0,14.0,37.0,53.0,,,53.0,,61.98958593432169,,nan
2004,Technological,Industrial accident,Fire (Industrial),CHN,,,2004,12.0,13.0,2004,12.0,13.0,18.0,,,,,,61.98958593432169,,m3
2004,Technological,Transport,Water,UGA,,,2004,12.0,14.0,2004,12.0,14.0,26.0,,14.0,,14.0,,61.98958593432169,,nan
2004,Technological,Miscellaneous accident,Fire (Miscellaneous),TUR,,,2004,12.0,14.0,2004,12.0,14.0,,130.0,,,130.0,,61.98958593432169,,nan
2004,Technological,Transport,Road,MAR,,,2004,12.0,14.0,2004,12.0,14.0,11.0,38.0,,,38.0,,61.98958593432169,,nan
2004,Technological,Transport,Road,CIV,,,2004,12.0,16.0,2004,12.0,16.0,29.0,28.0,,,28.0,,61.98958593432169,,nan
2004,Technological,Miscellaneous accident,Explosion (Miscellaneous),NGA,,,2004,12.0,22.0,2004,12.0,22.0,27.0,,,,,,61.98958593432169,,nan
2004,Technological,Transport,Air,IDN,,,2004,12.0,23.0,2004,12.0,23.0,14.0,,,,,,61.98958593432169,,nan
2004,Technological,Transport,Road,BRA,,,2004,12.0,19.0,2004,12.0,19.0,19.0,30.0,,,30.0,,61.98958593432169,,nan
2004,Technological,Transport,Road,PER,,,2004,12.0,19.0,2004,12.0,19.0,49.0,10.0,,,10.0,,61.98958593432169,,nan
2004,Technological,Transport,Road,NGA,,,2004,12.0,19.0,2004,12.0,19.0,16.0,,,,,,61.98958593432169,,nan
2004,Technological,Transport,Water,MLI,,,2004,12.0,13.0,2004,12.0,14.0,23.0,,,,,,61.98958593432169,,nan
2004,Technological,Industrial accident,Explosion (Industrial),CHN,,,2004,12.0,19.0,2004,12.0,19.0,14.0,,,,,,61.98958593432169,,m3
2004,Technological,Transport,Water,CHN,,,2004,12.0,17.0,2004,12.0,17.0,10.0,,,,,,61.98958593432169,,nan
2004,Natural,Hydrological,Flood,LKA,,,2004,12.0,11.0,2004,12.0,23.0,6.0,,200000.0,,200000.0,,61.98958593432169,23460.0,Km2
2004,Technological,Transport,Road,COG,,,2004,12.0,21.0,2004,12.0,21.0,11.0,31.0,,,31.0,,61.98958593432169,,nan
2004,Technological,Transport,Road,PAK,,,2004,12.0,25.0,2004,12.0,25.0,18.0,38.0,,,38.0,,61.98958593432169,,nan
2004,Technological,Transport,Road,CHN,,,2004,12.0,23.0,2004,12.0,23.0,13.0,,,,,,61.98958593432169,,nan
2004,Technological,Miscellaneous accident,Explosion (Miscellaneous),DZA,,,2004,12.0,26.0,2004,12.0,26.0,17.0,40.0,,,40.0,,61.98958593432169,,nan
2004,Technological,Miscellaneous accident,Explosion (Miscellaneous),FRA,,,2004,12.0,26.0,2004,12.0,26.0,17.0,15.0,,,15.0,,61.98958593432169,,nan
2004,Technological,Transport,Road,MLI,,,2004,12.0,25.0,2004,12.0,25.0,34.0,10.0,,,10.0,,61.98958593432169,,nan
2004,Natural,Geophysical,Earthquake,BGD,3.295,95.982,2004,12.0,26.0,2004,12.0,26.0,2.0,,,,,806587.0,61.98958593432169,9.1,Moment Magnitude
2004,Natural,Geophysical,Earthquake,IDN,3.295,95.982,2004,12.0,26.0,2004,12.0,26.0,165708.0,,,532898.0,532898.0,7181206.0,61.98958593432169,9.1,Moment Magnitude
2004,Natural,Geophysical,Earthquake,IND,3.295,95.982,2004,12.0,26.0,2004,12.0,26.0,16389.0,6913.0,647599.0,,654512.0,1649955.0,61.98958593432169,9.1,Moment Magnitude
2004,Natural,Geophysical,Earthquake,KEN,3.295,95.982,2004,12.0,26.0,2004,12.0,26.0,1.0,,,,,161317.0,61.98958593432169,9.1,Moment Magnitude
2004,Natural,Geophysical,Earthquake,LKA,3.295,95.982,2004,12.0,26.0,2004,12.0,26.0,35399.0,23176.0,516130.0,480000.0,1019306.0,2123744.0,61.98958593432169,9.1,Moment Magnitude
2004,Natural,Geophysical,Earthquake,MDV,3.295,95.982,2004,12.0,26.0,2004,12.0,26.0,102.0,2214.0,12000.0,13000.0,27214.0,758353.0,61.98958593432169,9.1,Moment Magnitude
2004,Natural,Geophysical,Earthquake,MMR,3.295,95.982,2004,12.0,26.0,2004,12.0,26.0,71.0,,12500.0,3200.0,15700.0,806587.0,61.98958593432169,9.1,Moment Magnitude
2004,Natural,Geophysical,Earthquake,MYS,3.295,95.982,2004,12.0,26.0,2004,12.0,26.0,80.0,767.0,,4296.0,5063.0,806587.0,61.98958593432169,9.1,Moment Magnitude
2004,Natural,Geophysical,Earthquake,SOM,3.295,95.982,2004,12.0,26.0,2004,12.0,26.0,298.0,283.0,104800.0,,105083.0,161317.0,61.98958593432169,9.1,Moment Magnitude
2004,Natural,Geophysical,Earthquake,SYC,3.295,95.982,2004,12.0,26.0,2004,12.0,26.0,3.0,,4760.0,70.0,4830.0,48395.0,61.98958593432169,9.1,Moment Magnitude
2004,Natural,Geophysical,Earthquake,THA,3.295,95.982,2004,12.0,26.0,2004,12.0,26.0,8345.0,8457.0,58550.0,,67007.0,1613174.0,61.98958593432169,9.1,Moment Magnitude
2004,Natural,Geophysical,Earthquake,TZA,3.295,95.982,2004,12.0,26.0,2004,12.0,26.0,10.0,,,,,,61.98958593432169,9.1,Moment Magnitude
2004,Technological,Transport,Road,COL,,,2004,12.0,27.0,2004,12.0,27.0,17.0,24.0,,,24.0,,61.98958593432169,,nan
2004,Natural,Hydrological,Flood,AGO,,,2004,12.0,18.0,2004,12.0,19.0,1.0,,2000.0,,2000.0,,61.98958593432169,2660.0,Km2
2004,Natural,Hydrological,Flood,AUS,,,2004,12.0,8.0,2004,12.0,22.0,3.0,,120.0,,120.0,24198.0,61.98958593432169,80550.0,Km2
2004,Technological,Miscellaneous accident,Fire (Miscellaneous),ARG,,,2004,12.0,30.0,2004,12.0,31.0,189.0,177.0,,,177.0,,61.98958593432169,,nan
2004,Technological,Transport,Road,PAK,,,2004,12.0,31.0,2004,12.0,31.0,31.0,,,,,,61.98958593432169,,nan
2004,Technological,Industrial accident,Explosion (Industrial),CHN,,,2004,12.0,31.0,2004,12.0,31.0,10.0,,,,,,61.98958593432169,,m3
2004,Technological,Industrial accident,Industrial accident (General),CHN,,,2004,12.0,30.0,2004,12.0,30.0,10.0,,,,,,61.98958593432169,,m3
2004,Natural,Biological,Epidemic,GAB,,,2004,12.0,,2004,12.0,,1.0,,100.0,,100.0,,61.98958593432169,,Vaccinated
2004,Natural,Geophysical,Earthquake,DEU,48.115,8.077,2004,12.0,5.0,2004,12.0,5.0,,,150.0,,150.0,19358.0,61.98958593432169,4.8,Moment Magnitude
2004,Natural,Geophysical,Earthquake,SVN,46.296,13.641,2004,7.0,12.0,2004,7.0,12.0,1.0,5.0,600.0,,605.0,16132.0,61.98958593432169,5.2,Moment Magnitude
2004,Natural,Geophysical,Earthquake,BDI,-3.393,29.558,2004,2.0,24.0,2004,2.0,24.0,3.0,,,120.0,120.0,,61.98958593432169,4.7,Moment Magnitude
2004,Natural,Biological,Epidemic,PHL,,,2004,10.0,1.0,2005,1.0,28.0,32.0,,98.0,,98.0,,61.98958593432169,,nan
2004,Natural,Meteorological,Storm,AUS,,,2004,1.0,24.0,2004,1.0,31.0,1.0,,,,,80659.0,61.98958593432169,,Kph
2004,Natural,Hydrological,Flood,USA,,,2004,7.0,12.0,2004,7.0,14.0,1.0,,,,,806587.0,61.98958593432169,,Km2
2004,Natural,Hydrological,Flood,VEN,,,2004,11.0,17.0,2004,11.0,25.0,35.0,,,4000.0,4000.0,,61.98958593432169,13180.0,Km2
2004,Natural,Meteorological,Storm,CHN,,,2004,5.0,8.0,2004,5.0,8.0,6.0,100.0,,462.0,562.0,6453.0,61.98958593432169,,Kph
2004,Natural,Meteorological,Storm,BGD,,,2004,5.0,13.0,2004,5.0,13.0,10.0,50.0,,4000.0,4050.0,,61.98958593432169,,Kph
2004,Natural,Meteorological,Storm,BGD,,,2004,7.0,17.0,2004,7.0,17.0,,100.0,1000.0,,1100.0,,61.98958593432169,,Kph
2004,Natural,Geophysical,Earthquake,CHN,37.506,96.758,2004,5.0,4.0,2004,5.0,4.0,,,,4199.0,4199.0,,61.98958593432169,5.5,Moment Magnitude
2004,Technological,Miscellaneous accident,Fire (Miscellaneous),MMR,,,2004,1.0,27.0,2004,1.0,27.0,30.0,30.0,,,30.0,,61.98958593432169,,nan
2004,Technological,Miscellaneous accident,Fire (Miscellaneous),KEN,,,2004,2.0,19.0,2004,2.0,20.0,2.0,1.0,,30000.0,30001.0,,61.98958593432169,,nan
2004,Technological,Miscellaneous accident,Fire (Miscellaneous),BGD,,,2004,4.0,29.0,2004,4.0,29.0,4.0,10.0,,3000.0,3010.0,,61.98958593432169,,nan
2004,Technological,Transport,Air,RUS,,,2004,8.0,24.0,2004,8.0,24.0,90.0,,,,,,61.98958593432169,,nan
2004,Technological,Transport,Water,PHL,,,2004,1.0,24.0,2004,1.0,25.0,28.0,,,,,,61.98958593432169,,nan
2004,Technological,Transport,Water,BGD,,,2004,4.0,30.0,2004,4.0,30.0,33.0,,,,,,61.98958593432169,,nan
2004,Technological,Transport,Water,THA,,,2004,5.0,18.0,2004,5.0,18.0,24.0,,,,,,61.98958593432169,,nan
2004,Technological,Transport,Water,IND,,,2004,5.0,7.0,2004,5.0,7.0,30.0,,,,,,61.98958593432169,,nan
2004,Technological,Transport,Water,COD,,,2004,6.0,11.0,2004,6.0,11.0,20.0,,,,,,61.98958593432169,,nan
2004,Technological,Transport,Water,IDN,,,2004,6.0,26.0,2004,6.0,26.0,22.0,,,,,,61.98958593432169,,nan
2004,Technological,Transport,Water,BGD,,,2004,7.0,7.0,2004,7.0,7.0,25.0,,,,,,61.98958593432169,,nan
2004,Technological,Transport,Water,IND,,,2004,7.0,15.0,2004,7.0,15.0,35.0,,,,,,61.98958593432169,,nan
2004,Technological,Transport,Water,CHN,,,2004,7.0,27.0,2004,7.0,27.0,23.0,,,,,,61.98958593432169,,nan
2004,Technological,Transport,Water,SPI,,,2004,8.0,13.0,2004,8.0,13.0,33.0,,,,,,61.98958593432169,,nan
2004,Technological,Transport,Water,CHN,,,2004,9.0,23.0,2004,9.0,23.0,48.0,,,,,,61.98958593432169,,nan
2004,Technological,Transport,Rail,USA,,,2004,4.0,19.0,2004,4.0,19.0,,130.0,,,130.0,,61.98958593432169,,nan
2004,Technological,Industrial accident,Explosion (Industrial),CHN,,,2004,2.0,11.0,2004,2.0,11.0,26.0,20.0,,,20.0,,61.98958593432169,,m3
2004,Technological,Miscellaneous accident,Collapse (Miscellaneous),BRA,,,2004,6.0,19.0,2004,6.0,19.0,80.0,,,,,,61.98958593432169,,nan
2004,Technological,Miscellaneous accident,Collapse (Miscellaneous),EGY,,,2004,6.0,22.0,2004,6.0,22.0,21.0,,,,,,61.98958593432169,,nan
2004,Technological,Miscellaneous accident,Collapse (Miscellaneous),BRA,,,2004,8.0,29.0,2004,8.0,29.0,6.0,117.0,,,117.0,,61.98958593432169,,nan
2004,Natural,Biological,Epidemic,GNQ,,,2004,12.0,13.0,2005,3.0,14.0,15.0,,946.0,,946.0,,61.98958593432169,,Vaccinated
2004,Natural,Biological,Epidemic,COD,,,2004,12.0,15.0,2005,3.0,15.0,57.0,,73.0,,73.0,,61.98958593432169,,nan
2004,Technological,Industrial accident,Poisoning,CHN,,,2004,1.0,15.0,2004,1.0,16.0,,134.0,,,134.0,,61.98958593432169,,m3
2004,Technological,Miscellaneous accident,Miscellaneous accident (General),IND,,,2004,1.0,16.0,2004,1.0,17.0,2.0,218.0,,,218.0,,61.98958593432169,,nan
2004,Technological,Miscellaneous accident,Miscellaneous accident (General),CHN,,,2004,2.0,5.0,2004,2.0,5.0,24.0,,,,,,61.98958593432169,,nan
2004,Technological,Miscellaneous accident,Miscellaneous accident (General),PAK,,,2004,2.0,14.0,2004,2.0,15.0,12.0,102.0,,,102.0,,61.98958593432169,,nan
2004,Technological,Miscellaneous accident,Miscellaneous accident (General),AFG,,,2004,3.0,20.0,2004,3.0,20.0,12.0,80.0,,,80.0,,61.98958593432169,,nan
2004,Technological,Miscellaneous accident,Miscellaneous accident (General),KEN,,,2004,4.0,10.0,2004,6.0,8.0,112.0,180.0,,,180.0,,61.98958593432169,,nan
2004,Natural,Biological,Epidemic,EGY,,,2004,6.0,10.0,2004,7.0,31.0,,,120.0,,120.0,,61.98958593432169,,Vaccinated
2004,Technological,Industrial accident,Poisoning,IRN,,,2004,6.0,12.0,2004,6.0,15.0,22.0,101.0,,,101.0,,61.98958593432169,,m3
2004,Technological,Industrial accident,Gas leak,CHN,,,2004,6.0,21.0,2004,6.0,22.0,,120.0,,,120.0,,61.98958593432169,,m3
2004,Technological,Industrial accident,Poisoning,CHN,,,2004,6.0,22.0,2004,6.0,22.0,,258.0,,,258.0,,61.98958593432169,,m3
2004,Technological,Miscellaneous accident,Miscellaneous accident (General),RUS,,,2004,6.0,25.0,2004,6.0,26.0,,207.0,,,207.0,,61.98958593432169,,nan
2004,Technological,Miscellaneous accident,Miscellaneous accident (General),USA,,,2004,7.0,2.0,2004,7.0,23.0,,289.0,,,289.0,,61.98958593432169,,nan
2004,Technological,Industrial accident,Poisoning,PAK,,,2004,7.0,3.0,2004,7.0,3.0,,140.0,,,140.0,,61.98958593432169,,m3
2004,Technological,Miscellaneous accident,Miscellaneous accident (General),IDN,,,2004,7.0,7.0,2004,7.0,8.0,,101.0,,,101.0,,61.98958593432169,,nan
2004,Technological,Industrial accident,Poisoning,VNM,,,2004,7.0,13.0,2004,7.0,13.0,,400.0,,,400.0,,61.98958593432169,,m3
2004,Technological,Miscellaneous accident,Miscellaneous accident (General),KEN,,,2004,8.0,16.0,2004,8.0,16.0,25.0,10.0,,,10.0,,61.98958593432169,,nan
2004,Technological,Miscellaneous accident,Miscellaneous accident (General),SLV,,,2004,8.0,18.0,2004,8.0,18.0,31.0,28.0,,,28.0,,61.98958593432169,,nan
2004,Technological,Miscellaneous accident,Miscellaneous accident (General),CHN,,,2004,8.0,1.0,2004,8.0,1.0,,200.0,,,200.0,,61.98958593432169,,nan
2004,Technological,Industrial accident,Poisoning,IDN,,,2004,8.0,16.0,2004,8.0,16.0,,100.0,,,100.0,,61.98958593432169,,m3
2004,Technological,Miscellaneous accident,Miscellaneous accident (General),CHN,,,2004,9.0,30.0,2004,9.0,30.0,,191.0,,,191.0,,61.98958593432169,,nan
2004,Natural,Biological,Epidemic,PAK,,,2004,10.0,16.0,2004,10.0,16.0,2.0,100.0,,,100.0,,61.98958593432169,,Vaccinated
2004,Technological,Industrial accident,Poisoning,CHN,,,2004,10.0,25.0,2004,10.0,25.0,,160.0,,,160.0,,61.98958593432169,,m3
2004,Technological,Miscellaneous accident,Miscellaneous accident (General),RUS,,,2004,11.0,26.0,2004,11.0,26.0,,140.0,,,140.0,,61.98958593432169,,nan
2004,Technological,Miscellaneous accident,Miscellaneous accident (General),KAZ,,,2004,11.0,28.0,2004,11.0,28.0,,162.0,,,162.0,,61.98958593432169,,nan
2004,Technological,Industrial accident,Poisoning,IND,,,2004,12.0,26.0,2004,12.0,26.0,66.0,97.0,,,97.0,,61.98958593432169,,m3
2004,Natural,Meteorological,Storm,DEU,,,2004,1.0,12.0,2004,1.0,13.0,2.0,,,,,209713.0,61.98958593432169,200.0,Kph
2004,Natural,Meteorological,Storm,USA,,,2004,3.0,20.0,2004,3.0,21.0,9.0,14.0,,,14.0,,61.98958593432169,,Kph
2004,Technological,Miscellaneous accident,Fire (Miscellaneous),HND,,,2004,11.0,29.0,2004,11.0,29.0,11.0,5.0,,,5.0,,61.98958593432169,,nan
2004,Natural,Hydrological,Flood,IND,,,2004,8.0,1.0,2004,9.0,8.0,210.0,,100000.0,,100000.0,445236.0,61.98958593432169,,Km2
2004,Natural,Hydrological,Flood,PAK,,,2004,8.0,1.0,2004,9.0,8.0,,,,,,,61.98958593432169,,Km2
2004,Natural,Hydrological,Flood,KHM,,,2004,8.0,24.0,2004,10.0,21.0,,,,,,,61.98958593432169,,Km2
2004,Natural,Hydrological,Flood,VNM,,,2004,8.0,24.0,2004,10.0,21.0,34.0,,30000.0,,30000.0,,61.98958593432169,47760.0,Km2
2004,Natural,Biological,Epidemic,GNB,,,2004,10.0,,2004,11.0,19.0,3.0,,199.0,,199.0,,61.98958593432169,,nan
2004,Natural,Biological,Epidemic,AGO,,,2004,10.0,13.0,2005,9.0,6.0,329.0,,45.0,,45.0,,61.98958593432169,,Vaccinated
2004,Natural,Climatological,Wildfire,GIN,,,2004,1.0,10.0,2004,1.0,10.0,,,,777.0,777.0,,61.98958593432169,,Km2
2004,Natural,Meteorological,Extreme temperature,USA,,,2004,1.0,9.0,2004,1.0,12.0,3.0,,,,,,61.98958593432169,,°C
2004,Natural,Meteorological,Storm,GRC,,,2004,2.0,13.0,2004,2.0,16.0,,,,,,548479.0,61.98958593432169,,Kph
2004,Natural,Climatological,Drought,ZAF,,,2004,1.0,,2004,,,,,15000000.0,,15000000.0,,61.98958593432169,,Km2
2004,Natural,Climatological,Drought,PER,,,2004,1.0,,2004,,,,,,,,,61.98958593432169,,Km2
2004,Natural,Climatological,Drought,SOM,,,2004,1.0,,2004,1.0,,,,200000.0,,200000.0,,61.98958593432169,,Km2
2004,Natural,Climatological,Drought,KEN,,,2004,7.0,,2004,,,80.0,,2300000.0,,2300000.0,,61.98958593432169,,Km2
2004,Natural,Climatological,Drought,CUB,,,2004,8.0,,2004,,,,,,,,5064.0,61.98958593432169,,Km2
2004,Natural,Climatological,Drought,HND,,,2004,7.0,,2004,,,,,137500.0,,137500.0,,61.98958593432169,,Km2
2004,Natural,Climatological,Drought,AGO,,,2004,9.0,,2005,,,,,25000.0,,25000.0,,61.98958593432169,,Km2
2004,Natural,Climatological,Drought,BOL,,,2004,10.0,,2005,,,,,55000.0,,55000.0,,61.98958593432169,,Km2
2004,Natural,Climatological,Drought,TZA,,,2004,10.0,,2004,,,,,254000.0,,254000.0,,61.98958593432169,,Km2
2004,Natural,Climatological,Drought,PRT,,,2004,9.0,,2005,,,,,,,,2158646.0,61.98958593432169,,Km2
2004,Natural,Climatological,Drought,BRA,,,2004,12.0,,2005,3.0,,,,,,,2661737.0,61.98958593432169,,Km2
2005,Technological,Transport,Road,BDI,,,2005,1.0,3.0,2005,1.0,3.0,25.0,5.0,,,5.0,,64.09274025742687,,nan
2005,Technological,Transport,Road,CHN,,,2005,1.0,3.0,2005,1.0,3.0,54.0,41.0,,,41.0,,64.09274025742687,,nan
2005,Natural,Meteorological,Storm,BRA,,,2005,1.0,3.0,2005,1.0,3.0,2.0,4.0,,340.0,344.0,,64.09274025742687,200.0,Kph
2005,Technological,Transport,Road,BDI,,,2005,1.0,5.0,2005,1.0,5.0,23.0,20.0,,,20.0,,64.09274025742687,,nan
2005,Technological,Miscellaneous accident,Explosion (Miscellaneous),IRN,,,2005,1.0,4.0,2005,1.0,4.0,4.0,,250.0,,250.0,,64.09274025742687,,nan
2005,Technological,Transport,Road,MEX,,,2005,1.0,5.0,2005,1.0,5.0,12.0,13.0,,,13.0,,64.09274025742687,,nan
2005,Technological,Transport,Road,CHN,,,2005,1.0,6.0,2005,1.0,6.0,28.0,19.0,,,19.0,,64.09274025742687,,nan
2005,Technological,Transport,Rail,ITA,,,2005,1.0,7.0,2005,1.0,7.0,14.0,80.0,,,80.0,,64.09274025742687,,nan
2005,Technological,Transport,Rail,USA,,,2005,1.0,7.0,2005,1.0,7.0,9.0,200.0,750.0,,950.0,,64.09274025742687,,nan
2005,Technological,Miscellaneous accident,Fire (Miscellaneous),NGA,,,2005,1.0,6.0,2005,1.0,6.0,,,,10000.0,10000.0,,64.09274025742687,,nan
2005,Natural,Meteorological,Storm,DEU,,,2005,1.0,8.0,2005,1.0,8.0,2.0,2.0,,,2.0,421265.0,64.09274025742687,181.0,Kph
2005,Natural,Meteorological,Storm,DNK,,,2005,1.0,7.0,2005,1.0,9.0,4.0,,,,,2028311.0,64.09274025742687,151.0,Kph
2005,Natural,Meteorological,Storm,EST,,,2005,1.0,7.0,2005,1.0,8.0,,,100.0,,100.0,202831.0,64.09274025742687,,Kph
2005,Natural,Meteorological,Storm,GBR,,,2005,1.0,7.0,2005,1.0,8.0,3.0,,3000.0,,3000.0,1014155.0,64.09274025742687,140.0,Kph
2005,Natural,Meteorological,Storm,IRL,,,2005,1.0,7.0,2005,1.0,8.0,,,,,,,64.09274025742687,125.0,Kph
2005,Natural,Meteorological,Storm,LTU,,,2005,1.0,8.0,2005,1.0,9.0,,,,,,46807.0,64.09274025742687,,Kph
2005,Natural,Meteorological,Storm,LVA,,,2005,1.0,8.0,2005,1.0,9.0,,,,,,507078.0,64.09274025742687,,Kph
2005,Natural,Meteorological,Storm,NLD,,,2005,1.0,8.0,2005,1.0,8.0,,1.0,,,1.0,,64.09274025742687,,Kph
2005,Natural,Meteorological,Storm,NOR,,,2005,1.0,13.0,2005,1.0,13.0,,,,,,202831.0,64.09274025742687,,Kph
2005,Natural,Meteorological,Storm,POL,,,2005,1.0,7.0,2005,1.0,8.0,,,,,,,64.09274025742687,,Kph
2005,Natural,Meteorological,Storm,RUS,,,2005,1.0,7.0,2005,1.0,8.0,,2.0,,,2.0,,64.09274025742687,,Kph
2005,Natural,Meteorological,Storm,SWE,,,2005,1.0,7.0,2005,1.0,9.0,7.0,,,,,4368670.0,64.09274025742687,,Kph
2005,Technological,Transport,Rail,IND,,,2005,1.0,10.0,2005,1.0,10.0,57.0,,,,,,64.09274025742687,,nan
2005,Natural,Climatological,Wildfire,AUS,,,2005,1.0,4.0,2005,1.0,26.0,12.0,20.0,200.0,,220.0,62410.0,64.09274025742687,1000.0,Km2
2005,Natural,Hydrological,Flood,USA,,,2005,1.0,7.0,2005,1.0,11.0,28.0,8.0,500.0,,508.0,312048.0,64.09274025742687,560.0,Km2
2005,Natural,Geophysical,Earthquake,IRN,37.103,54.574,2005,1.0,10.0,2005,1.0,10.0,,110.0,,,110.0,,64.09274025742687,5.4,Moment Magnitude
2005,Technological,Transport,Road,NGA,,,2005,1.0,11.0,2005,1.0,11.0,24.0,20.0,,,20.0,,64.09274025742687,,nan
2005,Technological,Industrial accident,Explosion (Industrial),CHN,,,2005,1.0,11.0,2005,1.0,11.0,25.0,9.0,,,9.0,,64.09274025742687,,m3
2005,Technological,Miscellaneous accident,Fire (Miscellaneous),IRN,,,2005,1.0,13.0,2005,1.0,13.0,15.0,,,,,,64.09274025742687,,nan
2005,Technological,Transport,Air,COL,,,2005,1.0,13.0,2005,1.0,13.0,20.0,,,,,,64.09274025742687,,nan
2005,Natural,Hydrological,Flood,CRI,,,2005,1.0,11.0,2005,1.0,18.0,4.0,,2143.0,,2143.0,39006.0,64.09274025742687,,Km2
2005,Natural,Hydrological,Flood,PAN,,,2005,1.0,11.0,2005,1.0,18.0,3.0,,7000.0,,7000.0,10922.0,64.09274025742687,,Km2
2005,Natural,Hydrological,Flood,VEN,,,2005,1.0,8.0,2005,1.0,20.0,3.0,,,,,1560.0,64.09274025742687,,Km2
2005,Technological,Transport,Road,TCD,,,2005,1.0,13.0,2005,1.0,14.0,14.0,28.0,,,28.0,,64.09274025742687,,nan
2005,Technological,Transport,Road,COL,,,2005,1.0,16.0,2005,1.0,16.0,27.0,29.0,,,29.0,,64.09274025742687,,nan
2005,Technological,Transport,Rail,THA,,,2005,1.0,17.0,2005,1.0,17.0,,200.0,,,200.0,,64.09274025742687,,nan
2005,Natural,Hydrological,Mass movement (wet),RUS,,,2005,1.0,11.0,2005,1.0,11.0,9.0,,,,,,64.09274025742687,,nan
2005,Technological,Transport,Water,COD,,,2005,1.0,17.0,2005,1.0,17.0,19.0,,40.0,,40.0,,64.09274025742687,,nan
2005,Technological,Transport,Water,THA,,,2005,1.0,25.0,2005,1.0,25.0,17.0,,,,,,64.09274025742687,,nan
2005,Natural,Hydrological,Flood,SAU,,,2005,1.0,22.0,2005,1.0,27.0,29.0,17.0,50.0,,67.0,,64.09274025742687,22760.0,Km2
